"","IGFNS1_aligned.bam"
"ENSRNOG00000015268",0
"ENSRNOG00000069855",0
"ENSRNOG00000065828",0
"ENSRNOG00000063461",9
"ENSRNOG00000064593",0
"ENSRNOG00000069644",0
"ENSRNOG00000064985",0
"ENSRNOG00000016372",1036
"ENSRNOG00000067872",0
"ENSRNOG00000057858",15
"ENSRNOG00000063677",0
"ENSRNOG00000064099",0
"ENSRNOG00000060031",4
"ENSRNOG00000017143",0
"ENSRNOG00000058913",0
"ENSRNOG00000055560",1
"ENSRNOG00000058451",0
"ENSRNOG00000065835",28
"ENSRNOG00000063775",0
"ENSRNOG00000049759",0
"ENSRNOG00000070824",0
"ENSRNOG00000064277",0
"ENSRNOG00000068327",702
"ENSRNOG00000019812",1217
"ENSRNOG00000013448",0
"ENSRNOG00000070842",20
"ENSRNOG00000050486",0
"ENSRNOG00000060311",2
"ENSRNOG00000064747",0
"ENSRNOG00000025940",4078
"ENSRNOG00000057115",0
"ENSRNOG00000059590",0
"ENSRNOG00000070257",32
"ENSRNOG00000053764",0
"ENSRNOG00000062436",0
"ENSRNOG00000062663",0
"ENSRNOG00000020393",1902
"ENSRNOG00000067076",26
"ENSRNOG00000060156",4
"ENSRNOG00000052300",9
"ENSRNOG00000063644",0
"ENSRNOG00000064992",1
"ENSRNOG00000066765",0
"ENSRNOG00000014969",785
"ENSRNOG00000054315",1
"ENSRNOG00000053158",0
"ENSRNOG00000010840",1311
"ENSRNOG00000070884",6
"ENSRNOG00000068967",0
"ENSRNOG00000065947",0
"ENSRNOG00000042927",0
"ENSRNOG00000067278",813
"ENSRNOG00000010308",3565
"ENSRNOG00000066280",0
"ENSRNOG00000064771",0
"ENSRNOG00000017277",119
"ENSRNOG00000046395",1
"ENSRNOG00000069063",0
"ENSRNOG00000061138",4
"ENSRNOG00000013426",699
"ENSRNOG00000017851",96
"ENSRNOG00000042465",0
"ENSRNOG00000062533",0
"ENSRNOG00000066205",3
"ENSRNOG00000068788",4
"ENSRNOG00000056942",12
"ENSRNOG00000065112",447
"ENSRNOG00000059323",1
"ENSRNOG00000068353",2
"ENSRNOG00000062431",0
"ENSRNOG00000065285",6
"ENSRNOG00000015058",0
"ENSRNOG00000061556",2
"ENSRNOG00000011439",419
"ENSRNOG00000017635",1972
"ENSRNOG00000056397",9
"ENSRNOG00000055386",0
"ENSRNOG00000038625",1
"ENSRNOG00000068081",288
"ENSRNOG00000065098",715
"ENSRNOG00000029394",69
"ENSRNOG00000065322",0
"ENSRNOG00000060079",1
"ENSRNOG00000017884",152
"ENSRNOG00000060321",0
"ENSRNOG00000067323",0
"ENSRNOG00000068609",0
"ENSRNOG00000069170",5
"ENSRNOG00000066570",0
"ENSRNOG00000064417",112
"ENSRNOG00000021082",7942
"ENSRNOG00000058132",0
"ENSRNOG00000053593",0
"ENSRNOG00000068507",0
"ENSRNOG00000063065",0
"ENSRNOG00000066269",114
"ENSRNOG00000020197",1652
"ENSRNOG00000069291",0
"ENSRNOG00000016687",2842
"ENSRNOG00000059273",0
"ENSRNOG00000059984",31
"ENSRNOG00000067834",0
"ENSRNOG00000053279",1
"ENSRNOG00000055124",2
"ENSRNOG00000022729",0
"ENSRNOG00000020363",2185
"ENSRNOG00000066299",3
"ENSRNOG00000056238",0
"ENSRNOG00000020871",2692
"ENSRNOG00000066283",0
"ENSRNOG00000033843",5331
"ENSRNOG00000029978",0
"ENSRNOG00000021151",524
"ENSRNOG00000053533",2
"ENSRNOG00000064808",0
"ENSRNOG00000017054",20
"ENSRNOG00000047429",0
"ENSRNOG00000018310",17
"ENSRNOG00000030404",16
"ENSRNOG00000052756",0
"ENSRNOG00000054533",15
"ENSRNOG00000069636",50
"ENSRNOG00000070724",1
"ENSRNOG00000021093",10
"ENSRNOG00000067564",538
"ENSRNOG00000069368",1
"ENSRNOG00000014004",468
"ENSRNOG00000047816",271
"ENSRNOG00000018433",253
"ENSRNOG00000032984",0
"ENSRNOG00000059173",0
"ENSRNOG00000063050",11
"ENSRNOG00000064276",0
"ENSRNOG00000055133",0
"ENSRNOG00000058564",0
"ENSRNOG00000055351",0
"ENSRNOG00000069212",0
"ENSRNOG00000063757",5
"ENSRNOG00000020925",1092
"ENSRNOG00000068292",1
"ENSRNOG00000014327",0
"ENSRNOG00000046339",0
"ENSRNOG00000025163",0
"ENSRNOG00000063321",0
"ENSRNOG00000066499",7
"ENSRNOG00000060653",0
"ENSRNOG00000064594",5
"ENSRNOG00000063410",0
"ENSRNOG00000070917",134
"ENSRNOG00000055259",87
"ENSRNOG00000071167",4
"ENSRNOG00000055350",0
"ENSRNOG00000056883",0
"ENSRNOG00000062807",0
"ENSRNOG00000064168",0
"ENSRNOG00000043313",0
"ENSRNOG00000054059",0
"ENSRNOG00000069104",0
"ENSRNOG00000059438",0
"ENSRNOG00000051968",0
"ENSRNOG00000067201",0
"ENSRNOG00000062620",0
"ENSRNOG00000063405",0
"ENSRNOG00000012140",489
"ENSRNOG00000067084",0
"ENSRNOG00000014828",1254
"ENSRNOG00000065933",0
"ENSRNOG00000069668",0
"ENSRNOG00000020497",715
"ENSRNOG00000070030",28
"ENSRNOG00000063751",0
"ENSRNOG00000028982",0
"ENSRNOG00000024630",0
"ENSRNOG00000025154",1386
"ENSRNOG00000014448",649
"ENSRNOG00000061255",0
"ENSRNOG00000058387",0
"ENSRNOG00000064171",0
"ENSRNOG00000071133",0
"ENSRNOG00000067993",0
"ENSRNOG00000057415",0
"ENSRNOG00000014266",0
"ENSRNOG00000055387",2
"ENSRNOG00000059739",0
"ENSRNOG00000066060",0
"ENSRNOG00000070360",0
"ENSRNOG00000067359",0
"ENSRNOG00000015753",1355
"ENSRNOG00000067461",15692
"ENSRNOG00000067992",0
"ENSRNOG00000052577",0
"ENSRNOG00000043392",0
"ENSRNOG00000053785",3
"ENSRNOG00000028781",0
"ENSRNOG00000053931",0
"ENSRNOG00000064547",0
"ENSRNOG00000070838",4
"ENSRNOG00000037156",0
"ENSRNOG00000046966",0
"ENSRNOG00000066001",0
"ENSRNOG00000056494",2
"ENSRNOG00000068067",0
"ENSRNOG00000054921",0
"ENSRNOG00000064885",60
"ENSRNOG00000054561",395
"ENSRNOG00000040387",0
"ENSRNOG00000052568",0
"ENSRNOG00000070839",11
"ENSRNOG00000065383",10
"ENSRNOG00000017351",0
"ENSRNOG00000070319",1
"ENSRNOG00000065720",0
"ENSRNOG00000011306",0
"ENSRNOG00000063169",19
"ENSRNOG00000069489",128
"ENSRNOG00000019491",374
"ENSRNOG00000051974",0
"ENSRNOG00000067353",0
"ENSRNOG00000019626",2
"ENSRNOG00000064994",66
"ENSRNOG00000031381",963
"ENSRNOG00000070650",0
"ENSRNOG00000021153",308
"ENSRNOG00000063499",0
"ENSRNOG00000068216",0
"ENSRNOG00000036246",0
"ENSRNOG00000055625",0
"ENSRNOG00000023081",0
"ENSRNOG00000065572",0
"ENSRNOG00000053871",0
"ENSRNOG00000037137",58
"ENSRNOG00000014380",341
"ENSRNOG00000031224",0
"ENSRNOG00000035472",0
"ENSRNOG00000061593",0
"ENSRNOG00000056864",0
"ENSRNOG00000065938",0
"ENSRNOG00000017150",261
"ENSRNOG00000069774",0
"ENSRNOG00000057453",0
"ENSRNOG00000070032",0
"ENSRNOG00000015168",0
"ENSRNOG00000063014",77
"ENSRNOG00000022308",0
"ENSRNOG00000069196",0
"ENSRNOG00000020517",19
"ENSRNOG00000062805",0
"ENSRNOG00000057697",8
"ENSRNOG00000040448",0
"ENSRNOG00000060169",0
"ENSRNOG00000015717",123
"ENSRNOG00000015914",2040
"ENSRNOG00000068371",1
"ENSRNOG00000019141",4
"ENSRNOG00000035477",0
"ENSRNOG00000070492",0
"ENSRNOG00000067799",210
"ENSRNOG00000065673",0
"ENSRNOG00000049297",1
"ENSRNOG00000062842",0
"ENSRNOG00000016964",0
"ENSRNOG00000062738",0
"ENSRNOG00000040350",0
"ENSRNOG00000019582",572
"ENSRNOG00000055924",0
"ENSRNOG00000060840",0
"ENSRNOG00000019440",0
"ENSRNOG00000053539",0
"ENSRNOG00000064213",0
"ENSRNOG00000065361",9
"ENSRNOG00000060727",0
"ENSRNOG00000051483",0
"ENSRNOG00000036711",1
"ENSRNOG00000013149",331
"ENSRNOG00000036588",23
"ENSRNOG00000016979",0
"ENSRNOG00000019660",0
"ENSRNOG00000069238",1
"ENSRNOG00000057399",0
"ENSRNOG00000059980",0
"ENSRNOG00000067431",25
"ENSRNOG00000018048",683
"ENSRNOG00000062528",1
"ENSRNOG00000066334",0
"ENSRNOG00000010224",448
"ENSRNOG00000035506",0
"ENSRNOG00000067877",0
"ENSRNOG00000061439",0
"ENSRNOG00000051496",2
"ENSRNOG00000048582",0
"ENSRNOG00000066659",5
"ENSRNOG00000063596",55
"ENSRNOG00000068107",0
"ENSRNOG00000064996",0
"ENSRNOG00000064379",0
"ENSRNOG00000029043",662
"ENSRNOG00000017095",288
"ENSRNOG00000063176",0
"ENSRNOG00000067938",2
"ENSRNOG00000068714",0
"ENSRNOG00000067440",0
"ENSRNOG00000065650",0
"ENSRNOG00000061383",0
"ENSRNOG00000069476",0
"ENSRNOG00000018421",136
"ENSRNOG00000063080",0
"ENSRNOG00000019681",109
"ENSRNOG00000068965",0
"ENSRNOG00000035601",0
"ENSRNOG00000054609",6
"ENSRNOG00000064548",5
"ENSRNOG00000065353",0
"ENSRNOG00000070419",1
"ENSRNOG00000020202",257
"ENSRNOG00000017613",1262
"ENSRNOG00000054831",0
"ENSRNOG00000064633",0
"ENSRNOG00000055519",69
"ENSRNOG00000065513",0
"ENSRNOG00000067923",1
"ENSRNOG00000066038",0
"ENSRNOG00000070260",0
"ENSRNOG00000011234",94
"ENSRNOG00000042706",1
"ENSRNOG00000059930",0
"ENSRNOG00000015997",218
"ENSRNOG00000066146",1
"ENSRNOG00000064983",74
"ENSRNOG00000015773",0
"ENSRNOG00000055020",42
"ENSRNOG00000062071",72
"ENSRNOG00000069729",12
"ENSRNOG00000068544",0
"ENSRNOG00000066969",127
"ENSRNOG00000069401",0
"ENSRNOG00000032990",0
"ENSRNOG00000063602",7
"ENSRNOG00000014251",1516
"ENSRNOG00000046649",1
"ENSRNOG00000066794",1036
"ENSRNOG00000017214",0
"ENSRNOG00000067780",0
"ENSRNOG00000025539",3011
"ENSRNOG00000066862",359
"ENSRNOG00000012716",607
"ENSRNOG00000066116",0
"ENSRNOG00000063182",49
"ENSRNOG00000050922",30
"ENSRNOG00000047479",0
"ENSRNOG00000069497",86
"ENSRNOG00000016011",0
"ENSRNOG00000020014",160
"ENSRNOG00000070094",0
"ENSRNOG00000055082",3428
"ENSRNOG00000068838",3
"ENSRNOG00000019129",22
"ENSRNOG00000017960",474
"ENSRNOG00000056062",45
"ENSRNOG00000070653",0
"ENSRNOG00000064289",1
"ENSRNOG00000046683",0
"ENSRNOG00000052256",1299
"ENSRNOG00000062365",0
