"","LHNS2_aligned.bam"
"ENSRNOG00000015268",0
"ENSRNOG00000069855",0
"ENSRNOG00000065828",0
"ENSRNOG00000063461",2
"ENSRNOG00000064593",0
"ENSRNOG00000069644",0
"ENSRNOG00000064985",0
"ENSRNOG00000016372",514
"ENSRNOG00000067872",0
"ENSRNOG00000057858",21
"ENSRNOG00000063677",0
"ENSRNOG00000064099",0
"ENSRNOG00000060031",1
"ENSRNOG00000017143",0
"ENSRNOG00000058913",0
"ENSRNOG00000055560",2
"ENSRNOG00000058451",0
"ENSRNOG00000065835",23
"ENSRNOG00000063775",0
"ENSRNOG00000049759",0
"ENSRNOG00000070824",0
"ENSRNOG00000064277",0
"ENSRNOG00000068327",298
"ENSRNOG00000019812",697
"ENSRNOG00000013448",1
"ENSRNOG00000070842",10
"ENSRNOG00000050486",0
"ENSRNOG00000060311",1
"ENSRNOG00000064747",0
"ENSRNOG00000025940",1211
"ENSRNOG00000057115",0
"ENSRNOG00000059590",0
"ENSRNOG00000070257",5
"ENSRNOG00000053764",2
"ENSRNOG00000062436",0
"ENSRNOG00000062663",0
"ENSRNOG00000020393",1122
"ENSRNOG00000067076",25
"ENSRNOG00000060156",1
"ENSRNOG00000052300",4
"ENSRNOG00000063644",0
"ENSRNOG00000064992",0
"ENSRNOG00000066765",0
"ENSRNOG00000014969",663
"ENSRNOG00000054315",0
"ENSRNOG00000053158",0
"ENSRNOG00000010840",1727
"ENSRNOG00000070884",4
"ENSRNOG00000068967",0
"ENSRNOG00000065947",0
"ENSRNOG00000042927",0
"ENSRNOG00000067278",313
"ENSRNOG00000010308",2090
"ENSRNOG00000066280",0
"ENSRNOG00000064771",0
"ENSRNOG00000017277",40
"ENSRNOG00000046395",1
"ENSRNOG00000069063",0
"ENSRNOG00000061138",2
"ENSRNOG00000013426",148
"ENSRNOG00000017851",29
"ENSRNOG00000042465",0
"ENSRNOG00000062533",0
"ENSRNOG00000066205",6
"ENSRNOG00000068788",2
"ENSRNOG00000056942",5
"ENSRNOG00000065112",136
"ENSRNOG00000059323",0
"ENSRNOG00000068353",3
"ENSRNOG00000062431",0
"ENSRNOG00000065285",2
"ENSRNOG00000015058",0
"ENSRNOG00000061556",2
"ENSRNOG00000011439",215
"ENSRNOG00000017635",1800
"ENSRNOG00000056397",5
"ENSRNOG00000055386",0
"ENSRNOG00000038625",0
"ENSRNOG00000068081",161
"ENSRNOG00000065098",344
"ENSRNOG00000029394",163
"ENSRNOG00000065322",0
"ENSRNOG00000060079",0
"ENSRNOG00000017884",91
"ENSRNOG00000060321",0
"ENSRNOG00000067323",0
"ENSRNOG00000068609",0
"ENSRNOG00000069170",2
"ENSRNOG00000066570",0
"ENSRNOG00000064417",48
"ENSRNOG00000021082",4489
"ENSRNOG00000058132",0
"ENSRNOG00000053593",0
"ENSRNOG00000068507",0
"ENSRNOG00000063065",0
"ENSRNOG00000066269",42
"ENSRNOG00000020197",205
"ENSRNOG00000069291",0
"ENSRNOG00000016687",621
"ENSRNOG00000059273",0
"ENSRNOG00000059984",7
"ENSRNOG00000067834",0
"ENSRNOG00000053279",0
"ENSRNOG00000055124",0
"ENSRNOG00000022729",0
"ENSRNOG00000020363",1037
"ENSRNOG00000066299",2
"ENSRNOG00000056238",1
"ENSRNOG00000020871",1832
"ENSRNOG00000066283",1
"ENSRNOG00000033843",3437
"ENSRNOG00000029978",0
"ENSRNOG00000021151",234
"ENSRNOG00000053533",1
"ENSRNOG00000064808",0
"ENSRNOG00000017054",12
"ENSRNOG00000047429",0
"ENSRNOG00000018310",1
"ENSRNOG00000030404",18
"ENSRNOG00000052756",0
"ENSRNOG00000054533",12
"ENSRNOG00000069636",15
"ENSRNOG00000070724",0
"ENSRNOG00000021093",5
"ENSRNOG00000067564",330
"ENSRNOG00000069368",0
"ENSRNOG00000014004",321
"ENSRNOG00000047816",84
"ENSRNOG00000018433",136
"ENSRNOG00000032984",0
"ENSRNOG00000059173",0
"ENSRNOG00000063050",5
"ENSRNOG00000064276",0
"ENSRNOG00000055133",0
"ENSRNOG00000058564",1
"ENSRNOG00000055351",0
"ENSRNOG00000069212",0
"ENSRNOG00000063757",2
"ENSRNOG00000020925",749
"ENSRNOG00000068292",0
"ENSRNOG00000014327",0
"ENSRNOG00000046339",0
"ENSRNOG00000025163",0
"ENSRNOG00000063321",0
"ENSRNOG00000066499",1
"ENSRNOG00000060653",0
"ENSRNOG00000064594",2
"ENSRNOG00000063410",0
"ENSRNOG00000070917",40
"ENSRNOG00000055259",38
"ENSRNOG00000071167",1
"ENSRNOG00000055350",0
"ENSRNOG00000056883",0
"ENSRNOG00000062807",0
"ENSRNOG00000064168",0
"ENSRNOG00000043313",0
"ENSRNOG00000054059",0
"ENSRNOG00000069104",0
"ENSRNOG00000059438",0
"ENSRNOG00000051968",0
"ENSRNOG00000067201",0
"ENSRNOG00000062620",0
"ENSRNOG00000063405",0
"ENSRNOG00000012140",160
"ENSRNOG00000067084",1
"ENSRNOG00000014828",1100
"ENSRNOG00000065933",0
"ENSRNOG00000069668",0
"ENSRNOG00000020497",534
"ENSRNOG00000070030",18
"ENSRNOG00000063751",0
"ENSRNOG00000028982",0
"ENSRNOG00000024630",0
"ENSRNOG00000025154",845
"ENSRNOG00000014448",411
"ENSRNOG00000061255",0
"ENSRNOG00000058387",0
"ENSRNOG00000064171",0
"ENSRNOG00000071133",0
"ENSRNOG00000067993",0
"ENSRNOG00000057415",0
"ENSRNOG00000014266",0
"ENSRNOG00000055387",2
"ENSRNOG00000059739",0
"ENSRNOG00000066060",0
"ENSRNOG00000070360",0
"ENSRNOG00000067359",0
"ENSRNOG00000015753",790
"ENSRNOG00000067461",7890
"ENSRNOG00000067992",0
"ENSRNOG00000052577",0
"ENSRNOG00000043392",0
"ENSRNOG00000053785",0
"ENSRNOG00000028781",0
"ENSRNOG00000053931",0
"ENSRNOG00000064547",0
"ENSRNOG00000070838",1
"ENSRNOG00000037156",0
"ENSRNOG00000046966",0
"ENSRNOG00000066001",0
"ENSRNOG00000056494",1
"ENSRNOG00000068067",0
"ENSRNOG00000054921",0
"ENSRNOG00000064885",27
"ENSRNOG00000054561",287
"ENSRNOG00000040387",0
"ENSRNOG00000052568",0
"ENSRNOG00000070839",2
"ENSRNOG00000065383",3
"ENSRNOG00000017351",0
"ENSRNOG00000070319",0
"ENSRNOG00000065720",0
"ENSRNOG00000011306",0
"ENSRNOG00000063169",3
"ENSRNOG00000069489",23
"ENSRNOG00000019491",151
"ENSRNOG00000051974",0
"ENSRNOG00000067353",0
"ENSRNOG00000019626",0
"ENSRNOG00000064994",40
"ENSRNOG00000031381",631
"ENSRNOG00000070650",0
"ENSRNOG00000021153",139
"ENSRNOG00000063499",0
"ENSRNOG00000068216",0
"ENSRNOG00000036246",0
"ENSRNOG00000055625",0
"ENSRNOG00000023081",0
"ENSRNOG00000065572",0
"ENSRNOG00000053871",0
"ENSRNOG00000037137",19
"ENSRNOG00000014380",73
"ENSRNOG00000031224",0
"ENSRNOG00000035472",0
"ENSRNOG00000061593",0
"ENSRNOG00000056864",0
"ENSRNOG00000065938",0
"ENSRNOG00000017150",159
"ENSRNOG00000069774",0
"ENSRNOG00000057453",0
"ENSRNOG00000070032",0
"ENSRNOG00000015168",0
"ENSRNOG00000063014",25
"ENSRNOG00000022308",0
"ENSRNOG00000069196",0
"ENSRNOG00000020517",14
"ENSRNOG00000062805",0
"ENSRNOG00000057697",2
"ENSRNOG00000040448",0
"ENSRNOG00000060169",0
"ENSRNOG00000015717",1
"ENSRNOG00000015914",873
"ENSRNOG00000068371",0
"ENSRNOG00000019141",2
"ENSRNOG00000035477",0
"ENSRNOG00000070492",0
"ENSRNOG00000067799",109
"ENSRNOG00000065673",0
"ENSRNOG00000049297",0
"ENSRNOG00000062842",0
"ENSRNOG00000016964",0
"ENSRNOG00000062738",0
"ENSRNOG00000040350",0
"ENSRNOG00000019582",201
"ENSRNOG00000055924",0
"ENSRNOG00000060840",0
"ENSRNOG00000019440",0
"ENSRNOG00000053539",0
"ENSRNOG00000064213",0
"ENSRNOG00000065361",4
"ENSRNOG00000060727",0
"ENSRNOG00000051483",0
"ENSRNOG00000036711",0
"ENSRNOG00000013149",162
"ENSRNOG00000036588",16
"ENSRNOG00000016979",0
"ENSRNOG00000019660",0
"ENSRNOG00000069238",0
"ENSRNOG00000057399",0
"ENSRNOG00000059980",0
"ENSRNOG00000067431",9
"ENSRNOG00000018048",325
"ENSRNOG00000062528",0
"ENSRNOG00000066334",2
"ENSRNOG00000010224",158
"ENSRNOG00000035506",0
"ENSRNOG00000067877",0
"ENSRNOG00000061439",0
"ENSRNOG00000051496",2
"ENSRNOG00000048582",0
"ENSRNOG00000066659",2
"ENSRNOG00000063596",44
"ENSRNOG00000068107",0
"ENSRNOG00000064996",0
"ENSRNOG00000064379",0
"ENSRNOG00000029043",309
"ENSRNOG00000017095",186
"ENSRNOG00000063176",0
"ENSRNOG00000067938",6
"ENSRNOG00000068714",0
"ENSRNOG00000067440",0
"ENSRNOG00000065650",0
"ENSRNOG00000061383",0
"ENSRNOG00000069476",0
"ENSRNOG00000018421",58
"ENSRNOG00000063080",0
"ENSRNOG00000019681",82
"ENSRNOG00000068965",0
"ENSRNOG00000035601",0
"ENSRNOG00000054609",3
"ENSRNOG00000064548",0
"ENSRNOG00000065353",0
"ENSRNOG00000070419",1
"ENSRNOG00000020202",100
"ENSRNOG00000017613",740
"ENSRNOG00000054831",0
"ENSRNOG00000064633",0
"ENSRNOG00000055519",18
"ENSRNOG00000065513",0
"ENSRNOG00000067923",0
"ENSRNOG00000066038",0
"ENSRNOG00000070260",0
"ENSRNOG00000011234",106
"ENSRNOG00000042706",0
"ENSRNOG00000059930",0
"ENSRNOG00000015997",94
"ENSRNOG00000066146",0
"ENSRNOG00000064983",30
"ENSRNOG00000015773",0
"ENSRNOG00000055020",21
"ENSRNOG00000062071",39
"ENSRNOG00000069729",6
"ENSRNOG00000068544",0
"ENSRNOG00000066969",46
"ENSRNOG00000069401",0
"ENSRNOG00000032990",0
"ENSRNOG00000063602",4
"ENSRNOG00000014251",437
"ENSRNOG00000046649",0
"ENSRNOG00000066794",576
"ENSRNOG00000017214",2
"ENSRNOG00000067780",0
"ENSRNOG00000025539",997
"ENSRNOG00000066862",220
"ENSRNOG00000012716",272
"ENSRNOG00000066116",0
"ENSRNOG00000063182",18
"ENSRNOG00000050922",17
"ENSRNOG00000047479",0
"ENSRNOG00000069497",40
"ENSRNOG00000016011",1
"ENSRNOG00000020014",95
"ENSRNOG00000070094",0
"ENSRNOG00000055082",1252
"ENSRNOG00000068838",3
"ENSRNOG00000019129",0
"ENSRNOG00000017960",238
"ENSRNOG00000056062",9
"ENSRNOG00000070653",0
"ENSRNOG00000064289",0
"ENSRNOG00000046683",0
"ENSRNOG00000052256",674
"ENSRNOG00000062365",2
"ENSRNOG00000066972",0
"ENSRNOG00000065700",0
