"","LHNS3_aligned.bam"
"ENSRNOG00000067930",0
"ENSRNOG00000016597",32
"ENSRNOG00000064367",0
"ENSRNOG00000064092",0
"ENSRNOG00000067132",0
"ENSRNOG00000068454",0
"ENSRNOG00000018953",0
"ENSRNOG00000069628",2
"ENSRNOG00000062564",53
"ENSRNOG00000065292",0
"ENSRNOG00000018940",2
"ENSRNOG00000068976",10
"ENSRNOG00000013945",124
"ENSRNOG00000068368",0
"ENSRNOG00000070203",0
"ENSRNOG00000065397",2
"ENSRNOG00000040447",0
"ENSRNOG00000033706",0
"ENSRNOG00000031947",3115
"ENSRNOG00000016565",258
"ENSRNOG00000066104",0
"ENSRNOG00000066508",0
"ENSRNOG00000061455",0
"ENSRNOG00000019138",347
"ENSRNOG00000015424",0
"ENSRNOG00000013198",0
"ENSRNOG00000056351",0
"ENSRNOG00000065052",0
"ENSRNOG00000035572",0
"ENSRNOG00000069359",0
"ENSRNOG00000069866",0
"ENSRNOG00000068014",2
"ENSRNOG00000065728",0
"ENSRNOG00000065649",53
"ENSRNOG00000066961",3
"ENSRNOG00000068275",0
"ENSRNOG00000053559",0
"ENSRNOG00000035553",0
"ENSRNOG00000056667",0
"ENSRNOG00000064785",0
"ENSRNOG00000050663",0
"ENSRNOG00000064423",0
"ENSRNOG00000063455",0
"ENSRNOG00000016574",411
"ENSRNOG00000055971",1
"ENSRNOG00000068157",0
"ENSRNOG00000032137",0
"ENSRNOG00000050364",0
"ENSRNOG00000060473",0
"ENSRNOG00000068108",0
"ENSRNOG00000055608",6
"ENSRNOG00000064687",0
"ENSRNOG00000048436",0
"ENSRNOG00000013641",32
"ENSRNOG00000020347",2106
"ENSRNOG00000065259",10
"ENSRNOG00000035588",0
"ENSRNOG00000053464",0
"ENSRNOG00000016837",1
"ENSRNOG00000069139",0
"ENSRNOG00000068222",0
"ENSRNOG00000025953",0
"ENSRNOG00000066571",0
"ENSRNOG00000068350",0
"ENSRNOG00000061525",0
"ENSRNOG00000046704",0
"ENSRNOG00000034083",0
"ENSRNOG00000057516",0
"ENSRNOG00000053512",0
"ENSRNOG00000016608",252
"ENSRNOG00000027112",0
"ENSRNOG00000069192",0
"ENSRNOG00000012730",546
"ENSRNOG00000068539",1
"ENSRNOG00000052937",0
"ENSRNOG00000018117",429
"ENSRNOG00000049017",0
"ENSRNOG00000051561",0
"ENSRNOG00000067136",0
"ENSRNOG00000063952",0
"ENSRNOG00000068720",2
"ENSRNOG00000016362",2
"ENSRNOG00000056231",0
"ENSRNOG00000063054",0
"ENSRNOG00000013671",0
"ENSRNOG00000017307",3458
"ENSRNOG00000065133",0
"ENSRNOG00000066105",0
"ENSRNOG00000064098",0
"ENSRNOG00000035580",0
"ENSRNOG00000056252",0
"ENSRNOG00000067915",0
"ENSRNOG00000015649",0
"ENSRNOG00000054785",0
"ENSRNOG00000020942",33
"ENSRNOG00000069629",0
"ENSRNOG00000065481",0
"ENSRNOG00000032600",0
"ENSRNOG00000067951",0
"ENSRNOG00000067817",0
"ENSRNOG00000017749",0
"ENSRNOG00000061288",0
"ENSRNOG00000017079",211
"ENSRNOG00000017795",208
"ENSRNOG00000061338",0
"ENSRNOG00000065787",0
"ENSRNOG00000068787",0
"ENSRNOG00000015657",0
"ENSRNOG00000064243",0
"ENSRNOG00000052607",1
"ENSRNOG00000052788",0
"ENSRNOG00000063641",0
"ENSRNOG00000046320",0
"ENSRNOG00000042133",0
"ENSRNOG00000031648",0
"ENSRNOG00000064592",0
"ENSRNOG00000069350",0
"ENSRNOG00000054005",0
"ENSRNOG00000069982",0
"ENSRNOG00000052319",54
"ENSRNOG00000035639",0
"ENSRNOG00000027542",1
"ENSRNOG00000067371",0
"ENSRNOG00000065457",9
"ENSRNOG00000009748",0
"ENSRNOG00000037333",0
"ENSRNOG00000063106",0
"ENSRNOG00000061755",0
"ENSRNOG00000064493",0
"ENSRNOG00000021478",51
"ENSRNOG00000017330",6
"ENSRNOG00000062409",0
"ENSRNOG00000065302",0
"ENSRNOG00000018090",772
"ENSRNOG00000069157",23
"ENSRNOG00000068228",0
"ENSRNOG00000069767",0
"ENSRNOG00000070519",71
"ENSRNOG00000067269",0
"ENSRNOG00000057952",15
"ENSRNOG00000059329",0
"ENSRNOG00000015230",195
"ENSRNOG00000017069",244
"ENSRNOG00000021013",409
"ENSRNOG00000066830",0
"ENSRNOG00000033009",0
"ENSRNOG00000065333",0
"ENSRNOG00000067419",0
"ENSRNOG00000061678",1
"ENSRNOG00000059948",0
"ENSRNOG00000018677",1314
"ENSRNOG00000057111",0
"ENSRNOG00000069344",0
"ENSRNOG00000070554",24
"ENSRNOG00000054517",0
"ENSRNOG00000063145",0
"ENSRNOG00000069038",0
"ENSRNOG00000056439",0
"ENSRNOG00000069280",0
"ENSRNOG00000066733",0
"ENSRNOG00000064096",0
"ENSRNOG00000019207",16
"ENSRNOG00000018394",3
"ENSRNOG00000015760",0
"ENSRNOG00000070234",36
"ENSRNOG00000053284",0
"ENSRNOG00000068834",0
"ENSRNOG00000030326",0
"ENSRNOG00000063681",0
"ENSRNOG00000065437",0
"ENSRNOG00000063629",60
"ENSRNOG00000049574",0
"ENSRNOG00000016714",28
"ENSRNOG00000052956",0
"ENSRNOG00000070270",0
"ENSRNOG00000068102",0
"ENSRNOG00000035648",0
"ENSRNOG00000067645",4
"ENSRNOG00000062789",0
"ENSRNOG00000015764",0
"ENSRNOG00000067256",0
"ENSRNOG00000015734",452
"ENSRNOG00000067158",0
"ENSRNOG00000056404",0
"ENSRNOG00000063252",0
"ENSRNOG00000066619",0
"ENSRNOG00000052832",0
"ENSRNOG00000056469",0
"ENSRNOG00000068800",716
"ENSRNOG00000066170",0
"ENSRNOG00000066949",0
"ENSRNOG00000062681",16
"ENSRNOG00000067889",0
"ENSRNOG00000066931",0
"ENSRNOG00000066273",0
"ENSRNOG00000066991",0
"ENSRNOG00000069276",243
"ENSRNOG00000059393",0
"ENSRNOG00000015769",0
"ENSRNOG00000013711",0
"ENSRNOG00000062961",0
"ENSRNOG00000069666",0
"ENSRNOG00000056619",0
"ENSRNOG00000054452",4
"ENSRNOG00000051537",0
"ENSRNOG00000064145",31
"ENSRNOG00000057094",0
"ENSRNOG00000068142",0
"ENSRNOG00000055112",0
"ENSRNOG00000062973",0
"ENSRNOG00000062771",0
"ENSRNOG00000027808",4
"ENSRNOG00000033200",0
"ENSRNOG00000060056",0
"ENSRNOG00000055997",0
"ENSRNOG00000070611",0
"ENSRNOG00000069419",0
"ENSRNOG00000063442",0
"ENSRNOG00000069337",0
"ENSRNOG00000049772",529
"ENSRNOG00000053859",296
"ENSRNOG00000066647",563
"ENSRNOG00000054388",0
"ENSRNOG00000066887",2
"ENSRNOG00000053929",0
"ENSRNOG00000030275",0
"ENSRNOG00000018915",0
"ENSRNOG00000051409",0
"ENSRNOG00000020358",1559
"ENSRNOG00000068758",0
"ENSRNOG00000063955",0
"ENSRNOG00000066355",8
"ENSRNOG00000066028",1
"ENSRNOG00000064903",0
"ENSRNOG00000065819",0
"ENSRNOG00000054102",0
"ENSRNOG00000058869",0
"ENSRNOG00000064667",2
"ENSRNOG00000053502",3524
"ENSRNOG00000065888",0
"ENSRNOG00000021442",232
"ENSRNOG00000064160",0
"ENSRNOG00000015785",0
"ENSRNOG00000068866",0
"ENSRNOG00000066023",69
"ENSRNOG00000014278",180
"ENSRNOG00000049605",27
"ENSRNOG00000024016",0
"ENSRNOG00000055316",0
"ENSRNOG00000063802",0
"ENSRNOG00000057140",0
"ENSRNOG00000022921",0
"ENSRNOG00000054856",0
"ENSRNOG00000037360",3
"ENSRNOG00000015902",12
"ENSRNOG00000065017",0
"ENSRNOG00000020624",955
"ENSRNOG00000060363",0
"ENSRNOG00000065994",0
"ENSRNOG00000058025",0
"ENSRNOG00000013981",0
"ENSRNOG00000065346",0
"ENSRNOG00000021290",0
"ENSRNOG00000062884",0
"ENSRNOG00000019942",0
"ENSRNOG00000021912",0
"ENSRNOG00000059083",0
"ENSRNOG00000059239",0
"ENSRNOG00000030818",90
"ENSRNOG00000065632",0
"ENSRNOG00000070760",2
"ENSRNOG00000062307",0
"ENSRNOG00000071202",0
"ENSRNOG00000068808",0
"ENSRNOG00000056693",0
"ENSRNOG00000055223",1
"ENSRNOG00000064515",66
"ENSRNOG00000017930",364
"ENSRNOG00000043280",0
"ENSRNOG00000065092",0
"ENSRNOG00000060826",0
"ENSRNOG00000066535",0
"ENSRNOG00000068810",0
"ENSRNOG00000070274",0
"ENSRNOG00000063371",285
"ENSRNOG00000060965",0
"ENSRNOG00000052241",0
"ENSRNOG00000068809",121
"ENSRNOG00000058946",0
"ENSRNOG00000019869",33
"ENSRNOG00000062374",5
"ENSRNOG00000068664",0
"ENSRNOG00000063801",0
"ENSRNOG00000067318",41
"ENSRNOG00000013208",0
"ENSRNOG00000059321",1
"ENSRNOG00000052179",0
"ENSRNOG00000050189",0
"ENSRNOG00000067212",0
"ENSRNOG00000055161",0
"ENSRNOG00000065356",0
"ENSRNOG00000023411",148
"ENSRNOG00000046005",5877
"ENSRNOG00000054718",0
"ENSRNOG00000018686",2300
"ENSRNOG00000063261",113
"ENSRNOG00000068139",0
"ENSRNOG00000066980",0
"ENSRNOG00000070788",1
"ENSRNOG00000066529",1
"ENSRNOG00000058906",4
"ENSRNOG00000066097",0
"ENSRNOG00000069563",15
"ENSRNOG00000062703",2
"ENSRNOG00000070309",8
"ENSRNOG00000048810",0
"ENSRNOG00000053089",8
"ENSRNOG00000057890",0
"ENSRNOG00000052503",0
"ENSRNOG00000017408",315
"ENSRNOG00000037393",0
"ENSRNOG00000021794",240
"ENSRNOG00000069938",4
"ENSRNOG00000070568",0
"ENSRNOG00000013949",1854
"ENSRNOG00000064463",0
"ENSRNOG00000067383",0
"ENSRNOG00000052712",0
"ENSRNOG00000065858",7
"ENSRNOG00000016103",3371
"ENSRNOG00000034012",0
"ENSRNOG00000070335",0
"ENSRNOG00000065589",0
"ENSRNOG00000068668",0
"ENSRNOG00000033164",0
"ENSRNOG00000036811",0
"ENSRNOG00000055001",3
"ENSRNOG00000067782",0
"ENSRNOG00000020643",1055
"ENSRNOG00000018217",9
"ENSRNOG00000064778",0
"ENSRNOG00000058615",3
"ENSRNOG00000065642",0
"ENSRNOG00000070200",0
"ENSRNOG00000057923",0
"ENSRNOG00000058790",523
"ENSRNOG00000069125",0
"ENSRNOG00000063149",0
"ENSRNOG00000064646",0
"ENSRNOG00000020371",107
"ENSRNOG00000064021",0
"ENSRNOG00000061803",0
"ENSRNOG00000064115",1
"ENSRNOG00000014996",160
"ENSRNOG00000067296",171
"ENSRNOG00000064765",1
"ENSRNOG00000018742",0
"ENSRNOG00000067148",0
"ENSRNOG00000058967",0
"ENSRNOG00000017914",3499
"ENSRNOG00000071136",0
"ENSRNOG00000061806",0
"ENSRNOG00000014705",79
"ENSRNOG00000016993",0
"ENSRNOG00000055479",0
"ENSRNOG00000029732",1
"ENSRNOG00000063130",0
"ENSRNOG00000057436",0
"ENSRNOG00000070027",731
"ENSRNOG00000016812",0
"ENSRNOG00000009932",0
"ENSRNOG00000035046",0
"ENSRNOG00000071197",0
"ENSRNOG00000022353",0
"ENSRNOG00000026440",0
"ENSRNOG00000067997",0
"ENSRNOG00000067291",0
"ENSRNOG00000036807",0
"ENSRNOG00000020865",201
"ENSRNOG00000065706",0
"ENSRNOG00000058965",0
"ENSRNOG00000069287",0
"ENSRNOG00000020714",140
"ENSRNOG00000015825",249
"ENSRNOG00000062901",0
"ENSRNOG00000070787",0
"ENSRNOG00000058927",0
"ENSRNOG00000031086",0
"ENSRNOG00000057950",0
"ENSRNOG00000067561",0
"ENSRNOG00000017016",0
"ENSRNOG00000070889",0
"ENSRNOG00000064500",10
"ENSRNOG00000070820",0
"ENSRNOG00000014840",14
"ENSRNOG00000064970",10
"ENSRNOG00000058110",0
"ENSRNOG00000057480",0
"ENSRNOG00000059637",0
"ENSRNOG00000025060",27
"ENSRNOG00000063721",0
"ENSRNOG00000030127",193
"ENSRNOG00000069682",0
"ENSRNOG00000066099",57
"ENSRNOG00000027098",0
"ENSRNOG00000017138",0
"ENSRNOG00000058367",0
"ENSRNOG00000067414",0
"ENSRNOG00000017311",24
"ENSRNOG00000020131",0
"ENSRNOG00000066800",0
"ENSRNOG00000019270",143
"ENSRNOG00000066986",154
"ENSRNOG00000018762",44
"ENSRNOG00000057414",0
"ENSRNOG00000069528",13
"ENSRNOG00000067989",0
"ENSRNOG00000015956",69
"ENSRNOG00000018019",12
"ENSRNOG00000046036",396
"ENSRNOG00000051903",0
"ENSRNOG00000018541",0
"ENSRNOG00000070487",0
"ENSRNOG00000065449",0
"ENSRNOG00000015268",0
"ENSRNOG00000069855",0
"ENSRNOG00000065828",0
"ENSRNOG00000063461",5
"ENSRNOG00000064593",0
"ENSRNOG00000069644",1
"ENSRNOG00000064985",0
"ENSRNOG00000016372",695
"ENSRNOG00000067872",0
"ENSRNOG00000057858",31
"ENSRNOG00000063677",1
"ENSRNOG00000064099",0
"ENSRNOG00000060031",1
"ENSRNOG00000017143",0
"ENSRNOG00000058913",0
"ENSRNOG00000055560",0
"ENSRNOG00000058451",0
"ENSRNOG00000065835",17
"ENSRNOG00000063775",0
"ENSRNOG00000049759",0
"ENSRNOG00000070824",0
"ENSRNOG00000064277",0
"ENSRNOG00000068327",368
"ENSRNOG00000019812",685
"ENSRNOG00000013448",0
"ENSRNOG00000070842",16
"ENSRNOG00000050486",0
"ENSRNOG00000060311",0
"ENSRNOG00000064747",0
"ENSRNOG00000025940",1346
"ENSRNOG00000057115",0
"ENSRNOG00000059590",0
"ENSRNOG00000070257",10
"ENSRNOG00000053764",0
"ENSRNOG00000062436",1
"ENSRNOG00000062663",0
"ENSRNOG00000020393",1177
"ENSRNOG00000067076",26
"ENSRNOG00000060156",0
"ENSRNOG00000052300",3
"ENSRNOG00000063644",0
"ENSRNOG00000064992",0
"ENSRNOG00000066765",0
"ENSRNOG00000014969",675
"ENSRNOG00000054315",0
"ENSRNOG00000053158",0
"ENSRNOG00000010840",1507
"ENSRNOG00000070884",3
"ENSRNOG00000068967",0
"ENSRNOG00000065947",0
"ENSRNOG00000042927",0
"ENSRNOG00000067278",337
"ENSRNOG00000010308",2794
"ENSRNOG00000066280",0
"ENSRNOG00000064771",0
"ENSRNOG00000017277",44
"ENSRNOG00000046395",2
"ENSRNOG00000069063",0
"ENSRNOG00000061138",1
"ENSRNOG00000013426",223
"ENSRNOG00000017851",31
"ENSRNOG00000042465",0
"ENSRNOG00000062533",0
"ENSRNOG00000066205",1
"ENSRNOG00000068788",1
"ENSRNOG00000056942",6
"ENSRNOG00000065112",170
"ENSRNOG00000059323",0
"ENSRNOG00000068353",5
"ENSRNOG00000062431",0
"ENSRNOG00000065285",3
"ENSRNOG00000015058",0
"ENSRNOG00000061556",0
"ENSRNOG00000011439",256
"ENSRNOG00000017635",2118
"ENSRNOG00000056397",11
"ENSRNOG00000055386",0
"ENSRNOG00000038625",1
"ENSRNOG00000068081",161
"ENSRNOG00000065098",341
"ENSRNOG00000029394",273
"ENSRNOG00000065322",0
"ENSRNOG00000060079",0
"ENSRNOG00000017884",134
"ENSRNOG00000060321",0
"ENSRNOG00000067323",0
"ENSRNOG00000068609",0
"ENSRNOG00000069170",4
"ENSRNOG00000066570",0
"ENSRNOG00000064417",38
"ENSRNOG00000021082",5111
"ENSRNOG00000058132",0
"ENSRNOG00000053593",0
"ENSRNOG00000068507",0
"ENSRNOG00000063065",0
"ENSRNOG00000066269",39
"ENSRNOG00000020197",264
"ENSRNOG00000069291",0
"ENSRNOG00000016687",923
"ENSRNOG00000059273",0
"ENSRNOG00000059984",5
"ENSRNOG00000067834",0
"ENSRNOG00000053279",0
"ENSRNOG00000055124",0
"ENSRNOG00000022729",0
"ENSRNOG00000020363",1186
"ENSRNOG00000066299",1
"ENSRNOG00000056238",0
"ENSRNOG00000020871",2762
"ENSRNOG00000066283",0
"ENSRNOG00000033843",3528
"ENSRNOG00000029978",0
"ENSRNOG00000021151",272
"ENSRNOG00000053533",2
"ENSRNOG00000064808",0
"ENSRNOG00000017054",7
"ENSRNOG00000047429",0
"ENSRNOG00000018310",5
"ENSRNOG00000030404",29
"ENSRNOG00000052756",0
"ENSRNOG00000054533",10
"ENSRNOG00000069636",14
"ENSRNOG00000070724",0
"ENSRNOG00000021093",1
"ENSRNOG00000067564",429
"ENSRNOG00000069368",2
"ENSRNOG00000014004",352
"ENSRNOG00000047816",109
"ENSRNOG00000018433",165
"ENSRNOG00000032984",0
"ENSRNOG00000059173",0
"ENSRNOG00000063050",4
"ENSRNOG00000064276",0
"ENSRNOG00000055133",0
"ENSRNOG00000058564",0
"ENSRNOG00000055351",0
"ENSRNOG00000069212",0
"ENSRNOG00000063757",2
"ENSRNOG00000020925",948
"ENSRNOG00000068292",0
"ENSRNOG00000014327",1
"ENSRNOG00000046339",0
"ENSRNOG00000025163",0
"ENSRNOG00000063321",0
"ENSRNOG00000066499",1
"ENSRNOG00000060653",0
"ENSRNOG00000064594",3
"ENSRNOG00000063410",0
"ENSRNOG00000070917",29
"ENSRNOG00000055259",54
"ENSRNOG00000071167",0
"ENSRNOG00000055350",0
"ENSRNOG00000056883",0
"ENSRNOG00000062807",0
"ENSRNOG00000064168",0
"ENSRNOG00000043313",0
"ENSRNOG00000054059",0
"ENSRNOG00000069104",0
"ENSRNOG00000059438",0
"ENSRNOG00000051968",0
"ENSRNOG00000067201",0
"ENSRNOG00000062620",0
"ENSRNOG00000063405",0
"ENSRNOG00000012140",160
"ENSRNOG00000067084",0
"ENSRNOG00000014828",1362
"ENSRNOG00000065933",0
"ENSRNOG00000069668",0
"ENSRNOG00000020497",711
"ENSRNOG00000070030",15
"ENSRNOG00000063751",0
"ENSRNOG00000028982",0
"ENSRNOG00000024630",0
"ENSRNOG00000025154",1057
"ENSRNOG00000014448",465
"ENSRNOG00000061255",0
"ENSRNOG00000058387",0
"ENSRNOG00000064171",0
"ENSRNOG00000071133",0
"ENSRNOG00000067993",0
"ENSRNOG00000057415",0
"ENSRNOG00000014266",0
"ENSRNOG00000055387",0
"ENSRNOG00000059739",0
"ENSRNOG00000066060",0
"ENSRNOG00000070360",0
"ENSRNOG00000067359",0
"ENSRNOG00000015753",727
"ENSRNOG00000067461",8918
"ENSRNOG00000067992",0
"ENSRNOG00000052577",0
"ENSRNOG00000043392",0
"ENSRNOG00000053785",1
"ENSRNOG00000028781",0
"ENSRNOG00000053931",0
"ENSRNOG00000064547",0
"ENSRNOG00000070838",5
"ENSRNOG00000037156",0
"ENSRNOG00000046966",0
"ENSRNOG00000066001",0
"ENSRNOG00000056494",1
"ENSRNOG00000068067",0
"ENSRNOG00000054921",0
"ENSRNOG00000064885",24
"ENSRNOG00000054561",415
"ENSRNOG00000040387",0
"ENSRNOG00000052568",0
"ENSRNOG00000070839",10
"ENSRNOG00000065383",3
"ENSRNOG00000017351",0
"ENSRNOG00000070319",0
"ENSRNOG00000065720",0
"ENSRNOG00000011306",0
"ENSRNOG00000063169",6
"ENSRNOG00000069489",13
"ENSRNOG00000019491",145
"ENSRNOG00000051974",0
"ENSRNOG00000067353",0
"ENSRNOG00000019626",0
"ENSRNOG00000064994",33
"ENSRNOG00000031381",713
"ENSRNOG00000070650",0
"ENSRNOG00000021153",139
"ENSRNOG00000063499",0
"ENSRNOG00000068216",0
"ENSRNOG00000036246",0
"ENSRNOG00000055625",1
"ENSRNOG00000023081",0
"ENSRNOG00000065572",0
"ENSRNOG00000053871",0
"ENSRNOG00000037137",27
"ENSRNOG00000014380",67
"ENSRNOG00000031224",0
"ENSRNOG00000035472",0
"ENSRNOG00000061593",0
"ENSRNOG00000056864",0
"ENSRNOG00000065938",0
"ENSRNOG00000017150",181
"ENSRNOG00000069774",0
"ENSRNOG00000057453",0
"ENSRNOG00000070032",0
"ENSRNOG00000015168",1
"ENSRNOG00000063014",36
"ENSRNOG00000022308",0
"ENSRNOG00000069196",0
"ENSRNOG00000020517",23
"ENSRNOG00000062805",0
"ENSRNOG00000057697",2
"ENSRNOG00000040448",0
"ENSRNOG00000060169",0
"ENSRNOG00000015717",4
"ENSRNOG00000015914",1195
"ENSRNOG00000068371",1
"ENSRNOG00000019141",3
"ENSRNOG00000035477",0
"ENSRNOG00000070492",0
"ENSRNOG00000067799",107
"ENSRNOG00000065673",0
"ENSRNOG00000049297",0
"ENSRNOG00000062842",0
"ENSRNOG00000016964",0
"ENSRNOG00000062738",0
"ENSRNOG00000040350",0
"ENSRNOG00000019582",154
"ENSRNOG00000055924",0
"ENSRNOG00000060840",0
"ENSRNOG00000019440",2
"ENSRNOG00000053539",0
"ENSRNOG00000064213",0
"ENSRNOG00000065361",3
"ENSRNOG00000060727",0
"ENSRNOG00000051483",0
"ENSRNOG00000036711",0
"ENSRNOG00000013149",163
"ENSRNOG00000036588",14
"ENSRNOG00000016979",0
"ENSRNOG00000019660",0
"ENSRNOG00000069238",2
"ENSRNOG00000057399",0
"ENSRNOG00000059980",0
"ENSRNOG00000067431",3
"ENSRNOG00000018048",419
"ENSRNOG00000062528",0
"ENSRNOG00000066334",1
"ENSRNOG00000010224",202
"ENSRNOG00000035506",0
"ENSRNOG00000067877",0
"ENSRNOG00000061439",0
"ENSRNOG00000051496",1
"ENSRNOG00000048582",0
"ENSRNOG00000066659",2
"ENSRNOG00000063596",78
"ENSRNOG00000068107",0
"ENSRNOG00000064996",0
"ENSRNOG00000064379",0
"ENSRNOG00000029043",349
"ENSRNOG00000017095",253
"ENSRNOG00000063176",0
"ENSRNOG00000067938",0
"ENSRNOG00000068714",0
"ENSRNOG00000067440",0
"ENSRNOG00000065650",0
"ENSRNOG00000061383",0
"ENSRNOG00000069476",0
"ENSRNOG00000018421",79
"ENSRNOG00000063080",0
"ENSRNOG00000019681",71
"ENSRNOG00000068965",0
"ENSRNOG00000035601",0
"ENSRNOG00000054609",0
"ENSRNOG00000064548",3
"ENSRNOG00000065353",0
"ENSRNOG00000070419",0
"ENSRNOG00000020202",76
"ENSRNOG00000017613",1021
"ENSRNOG00000054831",0
"ENSRNOG00000064633",0
"ENSRNOG00000055519",31
"ENSRNOG00000065513",0
"ENSRNOG00000067923",0
"ENSRNOG00000066038",0
"ENSRNOG00000070260",0
"ENSRNOG00000011234",146
"ENSRNOG00000042706",0
"ENSRNOG00000059930",0
"ENSRNOG00000015997",116
"ENSRNOG00000066146",1
"ENSRNOG00000064983",45
"ENSRNOG00000015773",0
"ENSRNOG00000055020",20
"ENSRNOG00000062071",35
"ENSRNOG00000069729",11
"ENSRNOG00000068544",0
"ENSRNOG00000066969",57
"ENSRNOG00000069401",0
"ENSRNOG00000032990",0
"ENSRNOG00000063602",5
"ENSRNOG00000014251",419
"ENSRNOG00000046649",2
"ENSRNOG00000066794",581
"ENSRNOG00000017214",0
"ENSRNOG00000067780",0
"ENSRNOG00000025539",1135
"ENSRNOG00000066862",317
"ENSRNOG00000012716",307
"ENSRNOG00000066116",0
"ENSRNOG00000063182",23
"ENSRNOG00000050922",23
"ENSRNOG00000047479",0
"ENSRNOG00000069497",44
"ENSRNOG00000016011",1
"ENSRNOG00000020014",62
"ENSRNOG00000070094",0
"ENSRNOG00000055082",1247
"ENSRNOG00000068838",0
"ENSRNOG00000019129",0
"ENSRNOG00000017960",277
"ENSRNOG00000056062",9
"ENSRNOG00000070653",0
"ENSRNOG00000064289",0
"ENSRNOG00000046683",0
"ENSRNOG00000052256",712
"ENSRNOG00000062365",1
"ENSRNOG00000066972",0
"ENSRNOG00000065700",0
